Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Social Situations,,,Taking a call,"You have been working in a library study room with your classmates on a group project. During one study session you have to call your father and discuss an important matter. Everyone else is working quietly, and several classmates look up and seem annoyed.","After you hang up, you realize that although everyone could hear your conversation, it was a short call and you were being as quiet as possible. You believe that your classmates probably think calling your father while working means you are caring.",Were others judging you negatively because you called your father from the study room?,No,,https://drive.google.com/file/d/1Lp034Cj9l7De83NlAPpj8-5fMxqPrb8C/view?usp=sharing,,2,1
Social Situations,,,Dinner party invitation,"A friend invites you to a party that they are holding. They tell you who else was invited, but you do not recognize any of the other names. You go anyway, and on the way there, you think that the other guests will find you friendly.",N/A,Will you be well liked at the party?,Yes,,https://drive.google.com/file/d/1s0lSdcl9afdDlvTXYzKPm_70WTjqmo3Z/view?usp=sharing,,2,1
Social Situations,Academics/Work/Career Development,,Writing Notes,"During class your professor calls on you to write a few notes on the board. As you write down what they say, you hope you are not mispelling any words. Everyone watching you probably thinks you are doing great. ",N/A,Do your classmates judge you negatively while you write on the board?,No,,https://drive.google.com/file/d/1ZGds5rpjl0oMQ7bK9zYR2oVUgY4X4Lql/view?usp=sharing,,2,3
Social Situations,Mental Health,,Social Media Comments,"You decide to create a post promoting something important to you. Someone leaves a mean comment because they misinterpreted what you wrote. You wonder what this person thinks about you, and feel worried.",,Are you anxious about what the person thinks about you? ,Yes,,https://drive.google.com/file/d/1RkgHCc_BENHGzRjkp5-Y-7TvU7m58if8/view?usp=sharing,,2,3
Social Situations,,,Differing opinion,"You meet someone new at a CIO club and have a stimulating discussion. Towards the end you find that they disagree with something that you said. When the CIO meets next, you expect that you will be included.",N/A,"Upon meeting again, you think that ...",Other members will be excited to hear your valuable contributions.,Other members will exclude you because of your opinions.,https://drive.google.com/file/d/13jEwppiT8qS5mOqlYMd5R6Jvm04tUxpq/view?usp=sharing,,2,1
Social Situations,Physical Health,,Too Much Attention,"It's your birthday and when it's time for the cake, people gather around you and start singing. You feel your heart start to beat more quickly and your armpits starting to sweat. Your friends and family will not notice.",N/A,Do your friends and family notice how anxious you feel?,No,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,,2,4
Social Situations,Academics/Work/Career Development,,Borrowing from a Friend,"You borrowed your friend's calculator in math class today. When you get home, you notice that the calculator is still in your backpack. You think that your friend will understand.",N/A,Will your friend think that you took their calculator on purpose?,No,,https://drive.google.com/file/d/1u9mrb7Ub-1zmzpfqgLBo9JlE2owMijOF/view?usp=sharing,,2,2
Social Situations,Physical Health,,Out on a boat,"You spend the day on a boat with your friends. When you get off the boat, your legs feel strange and you have trouble walking. This sensation is amusing.",N/A,The feeling in your legs is probably ...,Temporary and nothing you should be worried about.,Something you should be worried about.,https://drive.google.com/file/d/1NC-kP-pSY9wJdrgbZnKbNcCzbSV962qB/view?usp=sharing,,2,4
Social Situations,,,Seeing Others Hanging Out,You see from social media stories that a group of your friends are hanging out together. You weren't invited and it looks like they're having a great time. Your friends probably didn't invite you because they forgot.,You are sad that you weren't invited to hang out with your friends. Your response to this situation is normal.,Did your friends exclude you on purpose?,No,,https://drive.google.com/file/d/1Rtk2PuVwS-VsNcuMIgiqosi_r-cXJ7HJ/view?usp=sharing,,2,1
Social Situations,,,A child's request,"You are babysitting. The child asks to go to a park in a different neighborhood. In your opinion, an ordinary outing like this is safe.",N/A,Is going to a park in a different neighborhood dangerous?,No,,https://drive.google.com/file/d/1tX2agdycBIu3O0qdoVYjKYA_m3wzz7yi/view?usp=sharing,,2,2
Social Situations,Physical Health,,Masks for Guests,"Your roommate invites a few friends over for the evening, and you both agreed that everyone would wear masks. When their friends arrive, they don't have masks and your roommate doesn't say anything to them. You pull your roommate aside and ask them to speak to their friends. ",N/A,Do you feel comfortable talking to your roommate?,Yes,,https://drive.google.com/file/d/1VlSJxjX6YZt0epDm0HUx0I8HU-2SSjKk/view?usp=sharing,,2,2
Social Situations,Academics/Work/Career Development,,Not Invited to Dinner,"You just started at a new job and you work with lots of new people. You hear a few of them laughing together and talking about going out to dinner, but they don't invite you along. As you think about your future with this group, you feel okay.",N/A,Is it too late to befriend your new coworkers?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,,2,4
Social Situations,,,Receiving Explicit Social Media Messages,"On your social media account, you have a lot of direct messages (DMs). When you check your inbox you notice an explicit message from an account you don't know. You decide to report it and feel more relaxed.",,Do you get anxious about the message you received?,No,,https://drive.google.com/file/d/1KHcNfS-rLgCp7he0M7v9PyUWv91bKKlq/view?usp=sharing,,2,1
Social Situations,,,Friend Troubles,"Your friend is having a get together tonight. You weren't invited, but most of your other friends were. When you think about it, this makes you feel excluded.",You realize you told your friends you had a lot of homework to do. This makes you feel relieved.,Were you not invited because you were busy?,Yes,,https://drive.google.com/file/d/1wpVK9cNa6EqqGi4Arps8be0GLRJOn4LZ/view?usp=sharing,,2,1
Social Situations,,,Turning Down a Drink,"You're at a party with some friends are they are talking about getting drinks. They ask if you want a drink, but you don't feel like drinking tonight. If you tell them the truth they will think that you are honest.",N/A,Are your friends judging you for not drinking?,No,,https://drive.google.com/file/d/1b59wrb9HS-snxNHTc5BoAcGwAL1lB0Rz/view?usp=sharing,,2,1
Social Situations,,,Close Friend's Birthday,Tomorrow is a close friend's birthday. You forgot to get them a gift and don't have much time to shop for something good. You pick up something mediocre from a nearby store and you think they will be appreciative.,,You think that your friend is likely to think your gift is,A nice gesture on their birthday.,Not good enough.,https://drive.google.com/file/d/16h_-lULKttrNQ6et7wAaHuwzwzv0K8cp/view?usp=sharing,,2,2
Social Situations,,,A welcome greeting,"It's the weekend and you are in town. You see a friend you haven't seen in ages. Your friend gives you a big hug, and you feel smothered. This feeling is nice.",N/A,"While hugging your friend, you feel ...",Missed and loved.,Like you can't catch your breath.,https://drive.google.com/file/d/1aYVo11BbHjCNVlQCgjgs7aqhzmTaikXj/view?usp=sharing,,2,1
Social Situations,,,Not Feeling Supported,"You just received an award for a project you worked on. You’ve only received congratulations from a few people, and by now you thought you’d have more reactions. You wonder if people aren’t congratulating you because they don’t think you deserve it.","You remember why you worked on the project in the first place. After you think about it, you appreciate how hard you worked and you feel better.",Do you feel worried about what other people think?,No,,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,,all,1
Social Situations,,,A big laugh,"At a house party, your friend tells a funny joke. You laugh so much that it feels like you can't get enough air. This experience is enjoyable. ",N/A,Is it fun to laugh really hard?,Yes,,https://drive.google.com/file/d/1vidJNTG-Aw0MdW4OWInrL-a_xyFcDGeQ/view?usp=sharing,,all,1
Social Situations,,,Loud friend,"You are out shopping with a friend who tends to be very loud. When you both enter an electronics store, other shoppers stop and look at you and your friend. The experience is tolerable.",N/A,Is it okay for people to look at you and your friend while out shopping?,Yes,,https://drive.google.com/file/d/1lCd-SCfT9816X9flrqFPlQGnbH_QEmac/view?usp=sharing,,all,1
Social Situations,,,A heated discussion,"You invite classmates to go out for a dinner party, although you know they don't always get along. At dinner, the discussion gets very loud and argumentative.","As you are leaving afterwards, you realize that despite it being heated, the debate between your guests was respectful and refreshing. They probably found the party entertaining.",Your guests probably thought the dinner party was ...,A success and a good idea. ,A failure and a bad idea.,https://drive.google.com/file/d/1DEZz52RsghdgI_jZTMn-mx0br1fwpFru/view?usp=sharing,,all,2
Social Situations,,,Inside Jokes ,You post a short video. Your best friend comments something really embarassing. Your followers will think that you and your friend are close.,N/A,Do others judge you for your friend's comment on your post?,No,,https://drive.google.com/file/d/1828HR7oyHuDJpNFSn5JmLlYAZ24vA7x7/view?usp=sharing,,all,1
Social Situations,,,Saturday Without Plans,"It's Saturday night and you are at home. You hear your neighbors having a party and laughing on the porch, and you feel sad since you don't have plans or friends to be with tonight. You remember that  there will be many other chances to see your friends and you feel happy to be relaxing at home.",N/A,Will all of your weekends be spent like this?,No,,https://drive.google.com/file/d/1mmOSGJ31nNLEVlpLFer3vLZ79Sz6CfU7/view?usp=sharing,,all,1
Social Situations,,,Playing the Piano,"While at a friend's house for a dinner party, your host mentions that you are a good piano player, and asks you to play something on the piano for the other guests. You know a few pieces you can play well, but you feel nervous playing on the spot without practice. Walking up to the piano, you think to yourself, these people are going to be disappointed. ",,"When you finish playing, you expect the other guests to",Be glad you're done.,Wish you would play more.,https://drive.google.com/file/d/1OEiiByo6EwwTJ47zU248adoofQ2X5ZIs/view?usp=sharing,,all,3
Social Situations,,,Alone at Lunch,"In between classes, you have time to grab lunch at a cafe near your next class' location. When you walk in, you see that most people are sitting with a friend, but you don't have anybody to eat with. You decide that it's normal to eat alone and enjoy your meal.  ",N/A,Does eating alone make you upset?,No,,https://drive.google.com/file/d/19bu8gAX5fJudIIeey_0qKXwzZ-Lpgg8Q/view?usp=sharing,,all,2
Social Situations,Physical Health,,Meeting Someone New,You are at a birthday party for a friend of a friend. You start to feel a knot in your stomach while talking to someone you've never met before. This probably means that you are excited.,,Are you worried about talking to a new person?,No ,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,,all,4
Social Situations,Academics/Work/Career Development,,Contributing to a discussion,Your professor is leading a discussion on creating areas of focus for the final project. You are suddenly asked to contribute your ideas to the discussion. You quickly come up with some ideas on the spot and think that your professor and the class will find your ideas to be exciting.,N/A,The people in your class will probably ...,Support your ideas.,Dislike your ideas. ,https://drive.google.com/file/d/1JLyALw0FAi4CqbIXE3sRzXwYRToDyEgw/view?usp=sharing,,all,3
Social Situations,Mental Health,,Party with Friends,You're at a party late at night with some friends and some of them are doing things you're uncomfortable with. You decide not to participate. Your friends think that you are normal.,N/A,Do your friends think you're uncool for not participating?,No,,https://drive.google.com/file/d/1ooVd4XP2M8uvAgD3jqy3SN9TjXcZXBCO/view?usp=sharing,,all,3
Social Situations,Family & Home Life,,Dinner Conversation,"You are at your friend's house for dinner and their parents ask you about your parents. You're not sure how to answer because your parents are divorced, and you haven't seen your mother for a long time. You think about what you'll say, and feel confident.",,Are you able to talk about your divorced parents?,Yes,,https://drive.google.com/file/d/18ON-daCCgtQApC9SVxzPUIsZEHK2kZJK/view?usp=sharing,,all,4
Social Situations,Family & Home Life,,Balancing Home Life and Friends,"Your roommate hosts band rehearsals out of your apartment, so it is always loud when you get home from class. Your friend is coming over after classes today to work on a group project. You think about how your friend is going to react to the noise, and you get worried.",,Are you calm about your friend coming over this afternoon?,No,,https://drive.google.com/file/d/1cv0woRZHoHvKTbSNg7caAbzcx8rsB4TO/view?usp=sharing,,all,3
Social Situations,,,Your Closest Friend,"You and your best friend have known each other since middle school. You are starting to have some different interests, and you worry that you won't understand each other as you get older. When you think about major life events, such as your wedding or having kids, you expect your best friend to be supportive.",,When you think about upcoming events in your life,You expect your best friend will try to understand what you're going through.,You think your best friend will not empathize with your experiences.,https://drive.google.com/file/d/1D0nZZN_r7wrdPDhfqqh4r5TQ4Z7u4u2s/view?usp=sharing,,all,4
Social Situations,,,Keeping Up With Friends ,"You have been very busy and are having trouble keeping in contact with one of your best friends. You are usually good about calling them, but your schedule has been very hectic. ","As you think about their reaction to this lull in contact, you do not worry about the strength of your friendship, and, and you think that your friend will be understanding.",Will your friend understand why you have been out of touch lately?,Yes ,No ,https://drive.google.com/file/d/1zs5Zen5SreRnD91mUn6rtDWU2U5Icoe_/view?usp=sharing,,all,3
Social Situations,Academics/Work/Career Development,,Participation,"You consider taking an evening class in which part of your grade is based on your participation, even though you do not like speaking up in front of others. Because the topic is really interesting, you decide to sign up for the class. After signing up, you realize that this decision was great.",N/A,Are you happy that you signed up for the interesting evening class?,Yes,,https://drive.google.com/file/d/1Dh2em2eifFjm2KkfZDfxM2WuvxRCmMV7/view?usp=sharing,,all,4
Social Situations,,,Meeting New People,"You started at a new school this fall. Since classes are all online, you haven't been able to meet any of your classmates in person. You have seen some of them hanging out and feel lonely.",You decide to take initiative and ask for their numbers. You feel hopeful,Can you make friends with your classmates even though classes are online?,Yes,,https://drive.google.com/file/d/17rrY5glWx7HLnwQXqltgLjRQtnDJN7lu/view?usp=sharing,,all,2
Social Situations,,,Talking about TV,"You are talking with a group of friends about TV shows. When you share your opinion on an old TV show that you just discovered, no one responds. They are probably thinking about how interesting the plot sounds.",N/A,Do your friends judge you for what you said about the TV show? ,No,,https://drive.google.com/file/d/1opDxSogFwDYpEb5PGw4jTADE96Y2WtG7/view?usp=sharing,,all,2
Social Situations,,,Comedic Genius,"You're talking to a group of your friends at lunch. You make a joke that you think is really funny, but no one really laughs. They were probably distracted.",,Did you say the wrong thing?,No,,https://drive.google.com/file/d/1X1NC0Q3vk8WE9LvZLKMAXJvPk3vlLVrb/view?usp=sharing,,all,2
Social Situations,Mental Health,,Office Talk,"You are having a discussion with your teacher in their office, which is a little anxiety-provoking for you. You think about ending the discussion early. After a brief pause, you decide to stay.",N/A,Are you able to continue the discussion with your teacher?,Yes,,https://drive.google.com/file/d/1EVK1YWntA3eHXiFL5ok7Rw3ZBpkKE_D7/view?usp=sharing,,all,4
Social Situations,,,The Soccer Tournament,"After being inactive for a few years, you recently joined a recreational soccer league. There is a tournament at the end of the season. You believe that you will contribute to your team's victory.",,Your performance will likely,help your team win.,drag your team down.,https://drive.google.com/file/d/1PQ_kdmKXsfTKUUEZbyfP4dhmzJiKXw8g/view?usp=sharing,,all,3
Social Situations,,,Honest Feedback,"You present an idea for an event in an organization you're in. When you ask people what they think, one member raises their hand and says that they hate the idea.","While your peer didn't express themselves in the best way, you realize that everyone is entitled to their own opinion. You feel proud of putting yourself out there. ",Are you happy that you presented your idea?,Yes,,https://drive.google.com/file/d/1MNDJWhiyhDklhx41uB8UVxq9CTdhBPJd/view?usp=sharing,,all,1
Social Situations,,,Creative Confidence ,"You are invited to a Halloween party and will only know a couple of people there. You decide to wear a really elaborate costume. When you arrive, everyone looks at you and probably think that you are creative.",N/A,Are the people at the party negatively judging your costume?,No,,https://drive.google.com/file/d/16gkTECYcnvJgqAf4b7F6zKXjVETn1PHf/view?usp=sharing,,all,2
Social Situations,,,Using a Different Caption,"You are trying to think of a good caption for your next post. You find a really funny one on a website after doing a quick search, but it's different from the captions you usually see on the app. Your followers will think that it's witty.",,Do your followers like your caption?,Yes,,https://drive.google.com/file/d/1LPOVOMP7yWnQ-1CkFQvdRCLQhkQ9L5i5/view?usp=sharing,,all,1
Social Situations,,,Funny Photos,You send an intentionally bad picture of yourself to your friend through social media. You get a notification that they took a screenshot. Your friend probably thinks that you look awful.,,Does your friend think you look good?,No,,https://drive.google.com/file/d/1J0J4QXLGvuGwdAr6_obR3Til-vHIuVs2/view?usp=sharing,,all,1
Social Situations,,,Bus buddy,"After a long day of shopping, you get onto a bus with a lot of bags and notice that the only open seat is one that is facing another rider. As you sit down, the rider across from you doesn’t look at you. This is probably because they are lost in thought.",N/A,The rider across from you is probably ...,Distracted and unaware of their surroundings.,Thinking that you are an unfriendly person.,https://drive.google.com/file/d/1tuHpaMEnlH6wA-juuHtOHelz5PnulV7e/view?usp=sharing,,all,1
Social Situations,,,Talking with Advisor,"There's a personal question that you've been wanting to ask your advisor for a while, but you haven't. You picture yourself asking when you meet next. As you think about the question, you feel ready.",,Are you looking forward to asking your advisor a question?,Yes,,https://drive.google.com/file/d/14mVSNxKB88kHmK1Nd3S6M-2rUVzmmoxr/view?usp=sharing,,all,2
Social Situations,,,Cohabitation Conflicts,"You and your current roommates have been living together for a few months and some issues have started coming up. Your friend is visiting soon and when you ask your roommates if they can stay with you while they're in town, your roommates get angry and start to raise their voices. ","After talking about it, your roommates calm down and hear your side. The conversation ends up being productive, and you look forward to communicating with each other about issues more in the future.",The next time you and your roommates have a problem you will likely...,Talk it out and find common ground.,Get into a huge argument. ,https://drive.google.com/file/d/1MrPuOeWOe6yhwEGqHCJmj3SG5bnQbQww/view?usp=sharing,,all,1
Social Situations,Mental Health,,Feeling Anxious,"This semester, you've been feeling very anxious, and you haven't been able to enjoy your life without worrying. You wonder what people in you life would think of you if you got help. You think that they would consider you to be brave. ",N/A,Would the people in your life support you getting help? ,Yes,,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,,all,4
Social Situations,,,Write Your Own,,,,,,,,write your own,45
Social Situations,,,Write Your Own,,,,,,,,write your own,45
Social Situations,,,Write Your Own,,,,,,,,write your own,45
Social Situations,Physical Health,,Managing Stress,"You have to give a presentation in your class today. When you stand up in front of the class, you feel your cheeks get hot and your hands start to tremble. You think that these sensations will be manageable.",,Can you handle your anxiety symptoms while you give your presentation?,Yes,,https://drive.google.com/file/d/1JLUIkzxiJ2P-eVOgnLmb1zyker17wj7l/view?usp=sharing,,1,4
Social Situations,Academics/Work/Career Development,,Nerve-wracking presentation,"You have to give a presentation to one of your classes. As you think about the presentation, you feel butterflies in your stomach. On the morning of the presentation, you feel nervous, and you think your nerves will be manageable.",N/A,Are you able to tolerate your anxiety?,Yes,,https://drive.google.com/file/d/16jiyG_dY7BTG2s8QjNuSQJn_RwkLlqXH/view?usp=sharing,,1,3
Social Situations,,,Friendships in the Future,"When you think about the next 50 years, you wonder which friends will still be a part of your life. You hope to keep in touch with your closest friends but know that it will be difficult. When you imagine yourself in 50 years, you see you and your close friends apart.",,"When you think about the next fifty years, your friends",Eventually fade out of the picture.,Stay an important part of your life.,https://drive.google.com/file/d/1eXwD9o73h1m91y7aWEv3Bl50xvzzUvu-/view?usp=sharing,,1,3
Social Situations,Academics/Work/Career Development,,Shaking Hands,"You are giving a presentation to your class about your research project. You feel that your hands are shaking a little. Wondering if it is obvious, you look around and see that a few classmates have noticed.",You realize that your classmates are more interested in your presentation than your hands. You continue your presentation and as time passes you realize that your nerves are manageable.,Are you able to handle your anxiety during your presentation?,Yes,,https://drive.google.com/file/d/1fP7NEOdaJAargUDgnwsccl6_MGByH6Hs/view?usp=sharing,,1,2
Social Situations,Physical Health,,Visiting Neighbors,"You notice that you haven't seen your elderly neighbor recently. You normally visit them regularly, so it is strange that you have not seen them lately. Your neighbor has probably been fine.",N/A,Has your elderly neighbor likely been sick?,No,,https://drive.google.com/file/d/14_16MBBgKRM9oZwTGSN9GJblFNuwndpf/view?usp=sharing,,1,3
Social Situations,Academics/Work/Career Development,,Peer Evaluations,"You decide to run for president of a club you're in and you have to debate your fellow candidates in front of the school. The other candidates are on the debate team, and this is your first debate. When you think about arguing your position in front of your other club members, you feel confident.",N/A,Are you worried about the debate?,No,,https://drive.google.com/file/d/1Gf9_VnvtNkCVWOZu8VQ1INYnQFjRuB7m/view?usp=sharing,,1,2
Social Situations,,,Trick or Treat,Your family wants you to take your younger sibling trick-or-treating on the Lawn. You wear a costume and run into some people from your classes who aren't dressed up. They think your costume is awesome.,,Do the people from class think you're lame for going trick-or-treating?,No,,https://drive.google.com/file/d/1rrV-LGMh61x6R9PewBmeTL1d64KcHetZ/view?usp=sharing,,1,1
Social Situations,,,New Opportunity for Friends,"You have recently joined a class a few days before the add/drop deadline. When you come into the classroom you notice that most people have other friends to sit with. As you take a seat alone, you realize that there is always an opportunity make new friendships as the semester progresses.",N/A,Will there be future opportunities to make new friends?,Yes,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,,1,1
Social Situations,Family & Home Life,,Parental Advice,"You decide to go visit your family on a long weekend. When talking with your parent(s), they give you advice that you do not agree with but you are scared to speak up and tell them. You think if you tell them you disagree, they will be disappointed in you.",You realize that your parent(s) value your opinion and were giving theirs because they wanted to help you. You feel as if you will be able to tell them you disagree and they will respect your opinion.,Will your parents be upset about your disagreement?,No,,https://drive.google.com/file/d/1snKwCvaFpmFar-Wydym8EXtuu-3TxAI6/view?usp=sharing,,1,2
Social Situations,,,Playing the Piano,"While at a friend's house for a dinner party, your host mentions that you are a good piano player, and asks you to play something on the piano for the other guests. You know a few pieces you can play well, but you feel nervous playing on the spot without practice. Walking up to the piano, you think to yourself, these people are going to enjoy it.  ",,How do you think the other party guests will feel about your piano performance?,They will think you are talented.,They will think you need to practice more.,https://drive.google.com/file/d/1OEiiByo6EwwTJ47zU248adoofQ2X5ZIs/view?usp=sharing,,1,3
Social Situations,Family & Home Life,,Cultural Family Celebrations,"Your friends ask you to go to a concert, but it's the night of an important cultural celebration for your family. You are looking forward to the celebration with your family, but don't want your friends to think you're lame. As you think about telling your friends, you realize that your culture is  important.",,Are you embarrassed to tell your friends that you can't go to the concert?,No,,https://drive.google.com/file/d/1u-_r0tB9RIGlIUC3K6ifS1cUbgd25kEk/view?usp=sharing,,1,3
Social Situations,,,A new camera,"You buy a new camera, but when you get home, you find that you do not like it. You return it to the store and get your money back. At the counter, the assistant is not very talkative as they help you, and you think they view you as rational.",N/A,Do you think the sales assistant felt you were annoying?,No,,https://drive.google.com/file/d/1gIc6npFIezWPuRAQClkBHg3K5HpAwDTk/view?usp=sharing,,1,2
Social Situations,,,Cooking a Casserole,"You are going to a potluck dinner party, and you want to make your family's macaroni casserole to bring. You have the recipe your parents gave you, but you worry you don't have the cooking skills to pull off the dish. You think that people at the party will probably think your casserole tastes great.",,The other guests will probably think your casserole,Is tasty,Tastes terrible,https://drive.google.com/file/d/12kKvu8IBTJkLrM3hsryH2oaUOq9wkAyI/view?usp=sharing,,1,4
Social Situations,,,Not Having Much to Say,You're in a big group of your friends. Everyone is sharing stories but you haven't said anything the whole conversation. Your friends probably think you're boring.,"While listening to your friends, you remember that your friend was quiet the other day. You decide that not always sharing is normal.",Is it normal to not share all of the time?,Yes,,https://drive.google.com/file/d/1kCPmxpqPwahYN9Zk_mUwXoNnwNeBw6-w/view?usp=sharing,,1,1
Social Situations,Mental Health,,Early Morning,You are new to your group of friends and they want to take you to a party tonight. You let them know that you have to be up early tomorrow morning for an important test and that you can't go with them and they seem disappointed. You think that your new friends will respect your decision to put your needs first.,N/A,Do your friends judge you for not going out with them?,No,,https://drive.google.com/file/d/1Zc-4xffN0v0XdDSXW-x1NAACedZAqgXQ/view?usp=sharing,,1,4
Social Situations,Mental Health,,An Invitation,"You invite your alumnus/alumna mentor to a college event this weekend. You're the only one of your friends with an alumnus/alumna mentor and are unsure of how others will percieve you. As you get ready for the event, you feel happy.",,Are you happy to have your mentor come to your school event? ,Yes,,https://drive.google.com/file/d/1_WmTq0L6G-N8n9uDw0BL0mLay52hPI-e/view?usp=sharing,,1,4
Social Situations,Romantic Relationships,Family & Home Life,Holiday Plans,"Your significant other's parents have invited you to join them for the holidays. You are excited to spend time with your partner's family, but you worry your own parents will be disappointed that you are not with them. When you think about telling your parents you would like to spend the holidays with your partner, you believe that they will take the news poorly.",,"When you tell your parents about the invitation, they are likely to",Be very disappointed and feel hurt.,Be glad that you have met a partner that makes you happy.,https://drive.google.com/file/d/1KbeTT5hK7TLxBUVg38Kcs6Sq1jNtXzD5/view?usp=sharing,,1,3
Social Situations,,,Silence on a drive,"You are on a long drive with a friend. You notice that neither of you has said anything for a few minutes. Focused on the road, you think your friend feels that the silence is completely normal.",N/A,Does your friend think you are awkward when there is silence during the drive?,No,,https://drive.google.com/file/d/1sGtKCHYC5PGhGGovL--qGa1f1C0k0nOV/view?usp=sharing,,1,1
Social Situations,,,Book Club Friends ,"You have recently joined a local book club, and think the other members are very cool. You would like to hang out more often, but you worry about whether they will want to be friends outside of the book club. You consider inviting them over for dinner, and you think that they will think you are fun.",,The other book club members probably,Will enjoy your company outside the book club.,Will not want to be friends outside of the book club.,https://drive.google.com/file/d/1A1f5i2QjKCaDwo5rm3VkBWBNRDlH60lC/view?usp=sharing,,1,2
Social Situations,,,Playing the Piano,"While at a friend's house for a dinner party, your host mentions that you are a good piano player, and asks you to play something on the piano for the other guests. You know a few pieces you can play well, but you feel nervous playing on the spot without practice.","Walking up to the piano, you think to yourself, this is nothing to worry about, these people are going to be pleased.",Do you think the guests will be happy with your piano playing?,Yes,No,https://drive.google.com/file/d/1OEiiByo6EwwTJ47zU248adoofQ2X5ZIs/view?usp=sharing,,1,3
Social Situations,Family & Home Life,,Absent Roommate,"You just moved into a new apartment with a roommate you found online. You do not know each other well, but your roommate seems to know a lot of people in the area and is always out of the apartment, leaving you alone. You think it is nice that they are not home often because you prefer to be alone to relax at the end of the day.",N/A,Are you bothered by your roommate's absence?,No,,https://drive.google.com/file/d/1pOKjumfIC5ABON2fMxlUDPuMpMP6LjE4/view?usp=sharing,,1,3
Social Situations,,,Morning meeting,"You arrive to a morning discussion class exactly on time, but you are the last one to arrive. Your classmates look at you as you pull out your chair, and it squeaks loudly. They all turn to look at you with a slight frown.","In the end, you realize that your classmates are just good students who were enthusiastic to get the discussion started. They responded to you during the rest of the class quite positively.",Do your classmates judge you negatively?,No,,https://drive.google.com/file/d/1ugNcKK4aK5sfykfGJelCbC0BlHQmzJue/view?usp=sharing,,1,1
Social Situations,,,Getting to Know New People,"You're hanging out with a new group of people. You tell a funny joke that you think goes along with the topic of conversation, and no one laughs. The new friends will find you friendly",N/A,Do the people in the new group think you're nice?,Yes,,https://drive.google.com/file/d/1yiiOYH44i6dc55AQDM7o7eycfFI39XwW/view?usp=sharing,,1,1
Social Situations,Mental Health,,Accepting Praise,"Over the weekend, you caught up with some old friends. You told them about the classes you're taking and they make comments about how smart you must be, but you don't think the classes are special. You allow yourself to feel proud of what you're studying either way.",N/A,Are you proud of the classes you're taking?,yes,,https://drive.google.com/file/d/1RZKgj6SgXHvcTwD5hi3tDnL24akXydT0/view?usp=sharing,,1,3
Social Situations,,,Feeling Abandoned By a Close Friend,"As you scroll through your social media accounts, you see that your closest friend is hanging out with someone you don't know. You wonder who this person is, and why you haven't heard about them. When you think about your friendship with this friend, you feel worried.",,Are you are upset that your friend hung out without you?,Yes,,https://drive.google.com/file/d/1sVKizgA3QnMOtyy7qNs8X9ndbUMsWmuE/view?usp=sharing,,1,1
Social Situations,Academics/Work/Career Development,,Writing workshop,"A friend suggests that you join an evening class on creative writing. You go online and read information about the class and see that all your work will be reveiwed by your classmates. As you navigate through the site, the thought of other people looking at your writing makes you feel enthusiastic.",N/A,Do you expect to feel uncomfortable if others look at your work?,No,,https://drive.google.com/file/d/1vQbs0ifLnQbnC1ejFEq6WujzKLqZl7vv/view?usp=sharing,,1,2
Social Situations,,,Helping an elder neighbor,"One day after classes, you notice an elder neighbor carrying bags of groceries from their car to their house. You ask whether they need help, and they turn and stare at you, looking offended.","When you get home, you realize that your neighbor was probably having a bad day and that it was appropriate to offer help. Your neighbor probably thinks you are kind.",Does your neighbor appreciate your offer to help with the groceries?,Yes,,https://drive.google.com/file/d/1B36NDbsAD14_1cBxKfNBFE2bacoiiIA-/view?usp=sharing,,1,1
Social Situations,Romantic Relationships,,Voicing Your Feelings,"Your partner takes you out to dinner and you are talking as you wait for your food. They mention something that upsets you, but you worry if you confront them about it, they will be angry. Ultimately, you decide to tell them what they said upset you and they apologize.",N/A,Was your partner angry with you for voicing your concern?,No,,https://drive.google.com/file/d/1_3R4q50xu1yCQG9gAsv0N7Y30gmNDBsG/view?usp=sharing,,1,2
Social Situations,Academics/Work/Career Development,,Fundraiser presentation,"You are put in charge of your club's fundraising efforts and quickly realize that the members are not very interested in the fundraising. At a meeting, you give a presentation about the importance of helping with the fundraising, during which the members remain quiet. As you sit down after your presentation, you think the members seemed excited.",N/A,The club members are probably thinking ...,That they want to help you with the fundraiser.  ,That they don't want to help you with the fundraiser.  ,https://drive.google.com/file/d/1yKw2B4-_vp8wS1H8qpc4NC0rF1ul-wa8/view?usp=sharing,,1,4
